日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2021/11/25,投信,2,2,23,52,-21,-50,17765,49593,18049,55615,-284,-6022
2021/11/25,外資及陸資,285419,222674,301545,234751,-16126,-12077,166033,123972,501958,280763,-335925,-156791
2021/11/26,自營商,275659,53958,263991,56925,11668,-2967,197744,93865,219558,39843,-21814,54022
2021/11/26,投信,558,1854,925,3208,-367,-1354,18051,49583,18702,56845,-651,-7262
2021/11/26,外資及陸資,421406,316066,417012,311412,4394,4654,171093,118377,498528,267274,-327435,-148897
2021/11/29,自營商,351513,58514,336540,61415,14973,-2901,221336,90887,228093,39817,-6757,51070
2021/11/29,投信,50,173,5,17,45,156,18101,49678,18707,56766,-606,-7088
2021/11/29,外資及陸資,537737,420644,525017,410084,12720,10560,185091,127432,499784,265862,-314693,-138430
2021/11/30,自營商,321748,64460,316556,56805,5192,7655,242009,99214,243498,40653,-1489,58561
2021/11/30,投信,102,352,51,167,51,185,18179,50000,18734,56909,-555,-6909
2021/11/30,外資及陸資,508017,324542,529180,344354,-21163,-19812,187587,120927,523433,279568,-335846,-158641
2021/12/1,自營商,496791,65029,462183,67512,34608,-2483,197348,97147,203612,40404,-6264,56743
2021/12/1,投信,702,2440,95,277,607,2163,18294,51168,18242,56022,52,-4854
2021/12/1,外資及陸資,611879,393686,602589,386473,9290,7213,189021,128447,513662,281923,-324641,-153476
2021/12/2,自營商,233967,50135,215279,52799,18688,-2664,222840,96855,210193,42223,12647,54632
2021/12/2,投信,293,1034,64,223,229,811,18363,51801,18082,55877,281,-4076
2021/12/2,外資及陸資,428515,370867,444962,372648,-16447,-1781,190147,125068,531267,281628,-341120,-156560
2021/12/3,自營商,187630,41026,195683,39062,-8053,1964,229399,99264,224790,42761,4609,56503
2021/12/3,投信,62,220,56,195,6,25,18364,51804,18077,55853,287,-4049
2021/12/3,外資及陸資,406698,323797,408325,327939,-1627,-4142,195746,124478,538475,285537,-342729,-161059
2021/12/6,自營商,211104,52848,228023,49424,-16919,3424,237510,105024,249899,45152,-12389,59872
2021/12/6,投信,76,269,82,290,-6,-21,18360,51728,18079,55806,281,-4078
2021/12/6,外資及陸資,429257,331259,450409,345590,-21152,-14331,193812,127693,557646,303237,-363834,-175544
2021/12/7,自營商,290997,55733,294517,50908,-3520,4825,251742,110191,267748,45128,-16006,65063
2021/12/7,投信,1387,4930,39,122,1348,4808,19604,56462,17975,55758,1629,704
2021/12/7,外資及陸資,466455,301185,466943,308384,-488,-7199,193094,122334,557416,305972,-364322,-183638
2021/12/8,自營商,392329,60005,362454,64978,29875,-4973,220888,100308,217358,39975,3530,60333
2021/12/8,投信,629,2225,14,25,615,2200,20172,58676,17928,55765,2244,2911
2021/12/8,外資及陸資,537690,303076,532075,291634,5615,11442,193342,125920,549561,298676,-356219,-172756
2021/12/9,自營商,198252,39981,195685,41473,2567,-1492,234523,100800,228399,41810,6124,58990
2021/12/9,投信,112,393,40,136,72,257,20249,59136,17933,55954,2316,3182
2021/12/9,外資及陸資,409038,258675,413071,256055,-4033,2620,197784,130259,558004,300796,-360220,-170537
2021/12/10,自營商,176101,42369,181545,38410,-5444,3959,241267,104921,240517,42262,750,62659
2021/12/10,投信,2283,3366,2227,3166,56,200,20306,59037,17934,55671,2372,3366
2021/12/10,外資及陸資,390567,254516,400943,266846,-10376,-12330,197897,123904,568503,305546,-370606,-181642
2021/12/13,自營商,251123,64552,247130,64145,3993,407,251356,107887,245390,45025,5966,62862
2021/12/13,投信,18582,60972,18795,61791,-213,-819,20303,58637,18144,56096,2159,2541
2021/12/13,外資及陸資,497289,394545,505115,393226,-7826,1319,198140,133170,576610,312689,-378470,-179519
2021/12/14,自營商,290185,85689,293160,85214,-2975,475,257656,113399,254918,50502,2738,62897
2021/12/14,投信,16993,48695,17287,49667,-294,-972,20439,58623,18574,57080,1865,1543
2021/12/14,外資及陸資,626470,423389,621086,425176,5384,-1787,215668,129748,588716,309124,-373048,-179376
2021/12/15,自營商,339698,71347,322301,76562,17397,-5215,172981,90813,120028,29464,52953,61349
2021/12/15,投信,484,1523,88,136,396,1387,20340,58509,18579,57263,1761,1246
2021/12/15,外資及陸資,567484,302304,568083,295365,-599,6939,113650,103347,435054,268013,-321404,-164666
2021/12/16,自營商,177776,33889,185143,32731,-7367,1158,191896,93245,146196,30034,45700,63211
2021/12/16,投信,664,2364,31,110,633,2254,20534,59887,18140,56374,2394,3513
2021/12/16,外資及陸資,301728,256771,313553,261941,-11825,-5170,125637,106000,458865,277895,-333228,-171895
2021/12/17,自營商,174057,27387,167462,33309,6595,-5922,210687,91616,157746,34346,52941,57270
2021/12/17,投信,55,196,38,94,17,102,20552,59926,18141,56326,2411,3600
2021/12/17,外資及陸資,319908,257165,323357,255251,-3449,1914,135933,110408,471993,279940,-336060,-169532
2021/12/20,自營商,231813,46399,260058,40552,-28245,5847,208532,95498,183732,33030,24800,62468
2021/12/20,投信,0,0,478,1681,-478,-1681,20358,58555,18425,56675,1933,1880
2021/12/20,外資及陸資,390586,315775,399040,324829,-8454,-9054,142005,106985,486486,283679,-344481,-176694
2021/12/21,自營商,296891,39817,279963,44293,16928,-4476,226749,96894,184931,38247,41818,58647
2021/12/21,投信,528,1879,15,53,513,1826,20541,59904,18095,56180,2446,3724
2021/12/21,外資及陸資,405248,302598,394111,290257,11137,12341,148247,112562,481633,278748,-333386,-166186
2021/12/22,自營商,227953,32399,232591,27260,-4638,5139,191663,96966,156385,33141,35278,63825
2021/12/22,投信,73,223,17,39,56,184,20587,60168,18085,56252,2502,3916
2021/12/22,外資及陸資,291167,180980,302164,179959,-10997,1021,136708,107987,477384,273314,-340676,-165327
2021/12/23,自營商,154997,31746,153935,30734,1062,1012,209095,99435,172731,34206,36364,65229
2021/12/23,投信,238,854,189,678,49,176,20420,59967,17869,55848,2551,4119
2021/12/23,外資及陸資,230839,202971,228143,197472,2696,5499,145022,115301,483019,276296,-337997,-160995
2021/12/24,自營商,126309,21189,125190,24181,1119,-2992,213408,97744,175806,35426,37602,62318
2021/12/24,投信,10,36,6,9,4,27,20424,60015,17869,55872,2555,4143
2021/12/24,外資及陸資,183055,140653,182383,143702,672,-3049,151028,118386,488356,282546,-337328,-164160
2021/12/27,自營商,159736,24697,150513,26261,9223,-1564,221874,98231,175003,37037,46871,61194
2021/12/27,投信,315,1138,116,406,199,732,20408,60351,17654,55451,2754,4900
2021/12/27,外資及陸資,185803,145651,182558,139314,3245,6337,158156,129199,492240,288062,-334084,-158863
2021/12/28,自營商,187580,27177,184437,30521,3143,-3344,235022,98633,184831,40246,50191,58387
2021/12/28,投信,264,950,5,18,259,932,20499,61125,17486,55259,3013,5866
2021/12/28,外資及陸資,239958,177592,241784,175118,-1826,2474,163601,139940,499522,297709,-335921,-157769
2021/12/29,自營商,268695,37644,258684,33899,10011,3745,205723,99824,174414,37608,31309,62216
2021/12/29,投信,269,961,35,106,234,855,20577,61634,17330,54900,3247,6734
2021/12/29,外資及陸資,274333,165188,282486,172649,-8153,-7461,158234,144001,498583,309531,-340349,-165530
2021/12/30,自營商,121387,25327,128442,23261,-7055,2066,215754,100987,191533,36926,24221,64061
2021/12/30,投信,169,609,143,510,26,99,20668,61758,17395,54943,3273,6815
2021/12/30,外資及陸資,187017,152379,200189,166685,-13172,-14306,157899,133473,511426,312809,-353527,-179336
2022/1/3,自營商,247617,47133,241905,47866,5712,-733,231798,103638,202747,41122,29051,62516
2022/1/3,投信,206,742,14,51,192,691,20741,62253,17276,54722,3465,7531
2022/1/3,外資及陸資,347764,273252,344388,270314,3376,2938,171460,135146,521658,311946,-350198,-176800
2022/1/4,自營商,333145,53639,323314,50877,9831,2762,257623,110265,218648,44037,38975,66228
2022/1/4,投信,556,2059,8,30,548,2029,20909,63727,16896,54078,4013,9649
2022/1/4,外資及陸資,403371,275823,391744,270580,11627,5243,190216,142454,528823,316652,-338607,-174198
2022/1/5,自營商,337303,52564,349006,53463,-11703,-899,231089,108740,206251,43790,24838,64950
2022/1/5,投信,530,1934,16,37,514,1897,21425,65519,16898,53995,4527,11524
2022/1/5,外資及陸資,417223,265302,424857,268712,-7634,-3410,184104,142721,528597,319711,-344493,-176990
2022/1/6,自營商,275276,57092,281906,64260,-6630,-7168,247525,103945,229132,46718,18393,57227
2022/1/6,投信,392,1436,649,2381,-257,-945,21456,65114,17186,54627,4270,10487
2022/1/6,外資及陸資,390206,368098,393081,362955,-2875,5143,189180,145165,536452,315402,-347272,-170237
2022/1/7,自營商,316081,65918,326543,67186,-10462,-1268,255213,105143,247043,49739,8170,55404
2022/1/7,投信,21,76,424,1539,-403,-1463,21347,64037,17480,55118,3867,8919
2022/1/7,外資及陸資,540064,426004,549545,443869,-9481,-17865,185987,129613,542722,314970,-356735,-185357
2022/1/10,自營商,279764,52423,278842,48849,922,3574,264183,108207,255193,48715,8990,59492
2022/1/10,投信,296,1075,0,0,296,1075,21469,64891,17306,54843,4163,10048
2022/1/10,外資及陸資,460987,359164,456072,352094,4915,7070,189856,133914,541743,313221,-351887,-179307
2022/1/11,自營商,350707,69808,354615,64605,-3908,5203,276611,113071,271348,48206,5263,64865
2022/1/11,投信,17,56,51,183,-34,-127,21481,65016,17352,55091,4129,9925
2022/1/11,外資及陸資,559180,397122,573435,411775,-14255,-14653,188919,126973,555077,320566,-366158,-193593
2022/1/12,自營商,386700,64042,374560,62648,12140,1394,237825,112581,219360,45985,18465,66596
2022/1/12,投信,183,651,116,404,67,247,21640,65966,17444,55740,4196,10226
2022/1/12,外資及陸資,516660,326797,518376,323212,-1716,3585,185772,126189,548904,317232,-363132,-191043
2022/1/13,自營商,203142,49879,192347,54492,10795,-4613,259296,110108,228130,47938,31166,62170
2022/1/13,投信,159,579,97,353,62,226,21690,66315,17432,55845,4258,10470
2022/1/13,外資及陸資,391395,333147,385102,318525,6293,14622,196921,133348,553694,310038,-356773,-176690
2022/1/14,自營商,398818,98466,414573,93431,-15755,5035,264098,114041,248397,46980,15701,67061
2022/1/14,投信,2244,3445,2245,3459,-1,-14,21699,66119,17442,55705,4257,10414
2022/1/14,外資及陸資,686076,556903,693320,559247,-7244,-2344,196190,128192,560167,307180,-363977,-178988
2022/1/17,自營商,326781,84197,307595,87878,19186,-3681,286363,119706,251272,55688,35091,64018
2022/1/17,投信,20127,69069,19967,68471,160,598,21795,66944,17378,55847,4417,11097
2022/1/17,外資及陸資,637867,454594,634576,453259,3291,1335,203379,135947,564091,315235,-360712,-179288
2022/1/18,自營商,362108,94507,374088,92192,-11980,2315,284309,121229,261394,55645,22915,65584
2022/1/18,投信,16138,47869,16533,49354,-395,-1485,21813,66353,17791,56828,4022,9525
2022/1/18,外資及陸資,622066,475147,621930,470039,136,5108,214760,141365,575144,313535,-360384,-172170
2022/1/19,自營商,467760,101534,481935,104268,-14175,-2734,207303,103277,138017,37449,69286,65828
2022/1/19,投信,785,2624,782,2645,3,-21,21811,65706,18436,58649,3375,7057
2022/1/19,外資及陸資,641266,430043,653544,435715,-12278,-5672,117298,108221,446702,282950,-329404,-174729
2022/1/20,自營商,215404,46488,226779,43255,-11375,3233,227443,107165,169329,37838,58114,69327
2022/1/20,投信,295,1064,131,450,164,614,21905,66339,18366,58634,3539,7705
2022/1/20,外資及陸資,410237,383649,417957,385781,-7720,-2132,133731,112026,470843,289620,-337112,-177594
2022/1/21,自營商,339491,67662,345980,69082,-6489,-1420,240559,109951,188837,43337,51722,66614
2022/1/21,投信,752,2641,1004,3582,-252,-941,22335,66546,19048,59910,3287,6636
2022/1/21,外資及陸資,505473,467379,522777,477597,-17304,-10218,136696,106353,491063,290372,-354367,-184019
2022/1/24,自營商,307850,59270,308559,55780,-709,3490,257331,112018,205720,41648,51611,70370
2022/1/24,投信,381,1346,62,212,319,1134,22540,67527,18934,59728,3606,7799
2022/1/24,外資及陸資,544364,467945,544379,468857,-15,-912,142072,102428,496524,288298,-354452,-185870
2022/1/25,自營商,385716,81560,402564,76372,-16848,5188,259487,118207,223972,43767,35515,74440
2022/1/25,投信,212,726,718,2533,-506,-1807,22617,66721,19522,60873,3095,5848
2022/1/25,外資及陸資,768553,643090,795066,669216,-26513,-26126,144859,92989,521301,301597,-376442,-208608
2022/1/26,自營商,436435,57901,410122,60011,26313,-2110,242861,115742,170305,43545,72556,72197
2022/1/26,投信,530,1838,36,106,494,1732,23141,68353,19552,60793,3589,7560
2022/1/26,外資及陸資,625111,446402,617860,438892,7251,7510,134838,95574,497905,296053,-363067,-200479
2022/2/7,自營商,480908,69271,452321,63788,28587,5483,244459,122484,179329,43668,65130,78816
2022/2/7,投信,624,2187,420,1481,204,706,22889,68414,19096,60062,3793,8352
2022/2/7,外資及陸資,509611,419388,491847,409800,17764,9588,147192,102913,485020,296231,-337828,-193318
2022/2/8,自營商,275824,54650,268117,57187,7707,-2537,270960,122706,198361,46302,72599,76404
2022/2/8,投信,369,1324,0,0,369,1324,23034,69082,18872,59392,4162,9690
2022/2/8,外資及陸資,413710,305594,410117,302594,3593,3000,159475,105881,493628,296649,-334153,-190768
2022/2/9,自營商,343463,54932,331060,51747,12403,3185,248389,125404,185945,44751,62444,80653
2022/2/9,投信,322,1166,1,0,321,1166,23125,70255,18642,59273,4483,10982
2022/2/9,外資及陸資,411874,249288,404706,235934,7168,13354,160851,111142,489974,290632,-329123,-179490
2022/2/10,自營商,248340,56181,235565,57761,12775,-1580,273506,126304,198129,46291,75377,80013
2022/2/10,投信,127,453,1468,5359,-1341,-4906,21720,65788,18578,59612,3142,6176
2022/2/10,外資及陸資,410074,316828,393652,295189,16422,21639,175549,118367,488215,278316,-312666,-159949
2022/2/11,自營商,254719,56411,252931,59775,1788,-3364,293349,126988,216629,50612,76720,76376
2022/2/11,投信,2844,5366,4139,10110,-1295,-4744,19926,58999,18079,57591,1847,1408
2022/2/11,外資及陸資,496725,386502,510344,384739,-13619,1763,179005,121470,505280,279101,-326275,-157631
2022/2/14,自營商,336168,108178,362027,107107,-25859,1071,284099,127717,234016,51689,50083,76028
2022/2/14,投信,17797,58744,18792,62299,-995,-3555,19298,55716,18446,57891,852,-2175
2022/2/14,外資及陸資,639900,509715,648001,519637,-8101,-9922,180802,112618,515169,277166,-334367,-164548
2022/2/15,自營商,386728,105983,367211,114495,19517,-8512,305153,119966,235588,52533,69565,67433
2022/2/15,投信,15978,46040,16196,46791,-218,-751,19234,55416,18600,58343,634,-2927
2022/2/15,外資及陸資,706485,550896,706322,532289,163,18607,188429,119677,522668,265505,-334239,-145828
2022/2/16,自營商,509865,111387,484563,118771,25302,-7384,238212,106557,141006,36355,97206,70202
2022/2/16,投信,803,2658,159,348,644,2310,18254,52787,18080,57408,174,-4621
2022/2/16,外資及陸資,546611,362728,557131,352990,-10520,9738,109248,103052,419928,236411,-310680,-133359
2022/2/17,自營商,232903,48713,235384,49851,-2481,-1138,266503,108620,171726,39499,94777,69121
2022/2/17,投信,85,310,109,398,-24,-88,18287,52990,18137,57707,150,-4717
2022/2/17,外資及陸資,432091,358540,441718,366867,-9627,-8327,126586,110769,446866,252500,-320280,-141731
2022/2/18,自營商,199801,42650,211832,44880,-12031,-2230,272369,109244,189451,42477,82918,66767
2022/2/18,投信,112,408,156,569,-44,-161,18288,52937,18182,57809,106,-4872
2022/2/18,外資及陸資,395112,312947,402107,318836,-6995,-5889,134132,115115,461389,262833,-327257,-147718
2022/2/21,自營商,221154,44575,244754,45224,-23600,-649,267976,109520,208813,43329,59163,66191
2022/2/21,投信,72,262,26,94,46,168,18348,53096,18196,57799,152,-4703
2022/2/21,外資及陸資,433692,348429,442568,359080,-8876,-10651,134917,109544,471029,267954,-336112,-158410
2022/2/22,自營商,387121,77020,399310,74041,-12189,2979,274760,109804,227944,41849,46816,67955
2022/2/22,投信,147,513,1117,3995,-970,-3482,17994,50869,18812,58964,-818,-8095
2022/2/22,外資及陸資,582986,428583,596260,437395,-13274,-8812,139609,99747,488994,264101,-349385,-164354
2022/2/23,自營商,380647,55609,367432,57114,13215,-1505,249655,109589,190445,42909,59210,66680
2022/2/23,投信,383,1355,38,104,345,1251,18053,51530,18526,58447,-473,-6917
2022/2/23,外資及陸資,515391,366159,510792,352389,4599,13770,132680,102862,465864,254409,-333184,-151547
2022/2/24,自營商,358842,81486,365303,79590,-6461,1896,277732,113821,225007,47363,52725,66458
2022/2/24,投信,55,193,1189,4162,-1134,-3969,17718,48853,19325,59525,-1607,-10672
2022/2/24,外資及陸資,642452,597945,661317,614006,-18865,-16061,143821,105228,492337,267653,-348516,-162425
2022/2/25,自營商,294455,71871,290299,73647,4156,-1776,292493,113565,235603,48500,56890,65065
2022/2/25,投信,408,1424,655,2307,-247,-883,17269,47520,19123,59133,-1854,-11613
2022/2/25,外資及陸資,669600,612954,664147,610771,5453,2183,150283,97418,493222,258754,-342939,-161336
2022/3/1,自營商,308753,60320,284994,66261,23759,-5941,317555,114434,237070,54219,80485,60215
2022/3/1,投信,803,2876,163,573,640,2303,17281,48371,18495,57882,-1214,-9511
2022/3/1,外資及陸資,563907,457079,549877,442484,14030,14595,164184,114220,492986,263094,-328802,-148874
2022/3/2,自營商,393085,71438,399663,66966,-6578,4472,271124,115064,220360,50941,50764,64123
2022/3/2,投信,17,39,189,653,-172,-614,17213,47919,18599,58006,-1386,-10087
2022/3/2,外資及陸資,571345,380337,586411,399211,-15066,-18874,149392,103134,490013,270022,-340621,-166888
2022/3/3,自營商,209748,45455,213306,48471,-3558,-3016,291947,115128,244769,53826,47178,61302
2022/3/3,投信,229,660,8,29,221,631,17330,48408,18495,57919,-1165,-9511
2022/3/3,外資及陸資,431464,376855,428875,371868,2589,4987,151194,97400,489255,260263,-338061,-162863
2022/3/4,自營商,239721,57663,244759,59140,-5038,-1477,298978,113162,256606,54224,42372,58938
2022/3/4,投信,95,164,508,1786,-413,-1622,17271,47330,18849,58322,-1578,-10992
2022/3/4,外資及陸資,504259,453165,504071,447379,188,5786,161718,106931,499573,261646,-337855,-154715
2022/3/7,自營商,400174,97600,416479,92212,-16305,5388,310522,114799,285752,52420,24770,62379
2022/3/7,投信,148,496,1881,6415,-1733,-5919,16625,43496,19936,60018,-3311,-16522
2022/3/7,外資及陸資,654856,557767,660278,568992,-5422,-11225,162025,96486,501557,256672,-339532,-160186
2022/3/8,自營商,476969,104236,478503,101089,-1534,3147,333387,113327,310024,49036,23363,64291
2022/3/8,投信,169,562,2602,8689,-2433,-8127,14565,35726,20309,60028,-5744,-24302
2022/3/8,外資及陸資,822796,641218,803482,620498,19314,20720,173450,100294,490449,236793,-316999,-136499
2022/3/9,自營商,536522,92661,508455,98748,28067,-6087,292354,108233,234256,49438,58098,58795
2022/3/9,投信,497,1664,12,20,485,1644,14648,36505,19907,59523,-5259,-23018
2022/3/9,外資及陸資,753268,543871,744293,528835,8975,15036,165568,108437,472751,231373,-307183,-122936
2022/3/10,自營商,253951,63406,250265,66931,3686,-3525,307882,114635,246015,57629,61867,57006
2022/3/10,投信,1124,3887,36,112,1088,3775,14883,38365,19054,58277,-4171,-19912
2022/3/10,外資及陸資,484311,423686,459536,400306,24775,23380,181242,112525,467813,214992,-286571,-102467
2022/3/11,自營商,239295,71073,264161,65144,-24866,5929,301348,112517,264365,50475,36983,62042
2022/3/11,投信,2304,3225,2732,4689,-428,-1464,14805,37636,19404,58767,-4599,-21131
2022/3/11,外資及陸資,540317,436776,540779,453999,-462,-17223,187904,108969,474957,227398,-287053,-118429
2022/3/14,自營商,263118,76344,268294,81526,-5176,-5182,307679,112897,275312,56053,32367,56844
2022/3/14,投信,17129,53846,17218,54164,-89,-318,14757,37384,19445,58866,-4688,-21482
2022/3/14,外資及陸資,658693,514210,661298,515662,-2605,-1452,186687,105875,476394,225725,-289707,-119850
2022/3/15,自營商,444300,119392,447752,118200,-3452,1192,318194,112461,289397,55731,28797,56730
2022/3/15,投信,14958,38896,15543,41372,-585,-2476,14892,36462,20164,59965,-5272,-23503
2022/3/15,外資及陸資,749127,568462,765829,585457,-16702,-16995,190209,112933,496601,246472,-306392,-133539
2022/3/16,自營商,632676,103800,637973,109519,-5297,-5719,208808,100716,158713,39436,50095,61280
2022/3/16,投信,291,742,144,274,147,468,14923,36812,20056,59966,-5133,-23154
2022/3/16,外資及陸資,879652,540269,868915,514531,10737,25738,93000,75194,362719,187651,-269719,-112457
2022/3/17,自營商,269617,62030,267746,62243,1871,-213,238218,107552,186495,44653,51723,62899
2022/3/17,投信,2033,7058,4,3,2029,7055,15692,40591,18796,57391,-3104,-16800
2022/3/17,外資及陸資,517521,500425,519624,497156,-2103,3269,119283,95218,391120,207688,-271837,-112470
2022/3/18,自營商,191131,53342,188223,51710,2908,1632,260425,108741,205884,44362,54541,64379
2022/3/18,投信,1663,5780,197,685,1466,5095,17270,45951,18908,57613,-1638,-11662
2022/3/18,外資及陸資,443566,378385,462426,399587,-18860,-21202,119758,84748,410444,218053,-290686,-133305
2022/3/21,自營商,217364,41497,199974,45254,17390,-3757,277767,110103,205989,49217,71778,60886
2022/3/21,投信,135,467,312,690,-177,-223,17364,46593,19179,58544,-1815,-11951
2022/3/21,外資及陸資,381089,321730,379010,310965,2079,10765,129946,96093,418552,219212,-288606,-123119
2022/3/22,自營商,175763,32369,185984,33805,-10221,-1436,277563,109298,216260,49818,61303,59480
2022/3/22,投信,7,25,65,228,-58,-203,17312,46481,19185,58654,-1873,-12173
2022/3/22,外資及陸資,347529,274917,337748,268758,9781,6159,139064,102445,417889,219270,-278825,-116825
2022/3/23,自營商,397120,62014,381961,60455,15159,1559,255529,113403,201786,51770,53743,61633
2022/3/23,投信,324,1109,58,28,266,1081,17494,47565,19101,58784,-1607,-11219
2022/3/23,外資及陸資,384148,268088,377889,261326,6259,6762,141473,116875,416271,227962,-274798,-111087
2022/3/24,自營商,164761,35742,168311,38850,-3550,-3108,273609,112301,223462,53880,50147,58421
2022/3/24,投信,16,46,1544,5426,-1528,-5380,15969,42119,19104,58700,-3135,-16581
2022/3/24,外資及陸資,303737,275235,307266,273701,-3529,1534,142437,111052,420746,220298,-278309,-109246
2022/3/25,自營商,158362,32841,166432,31252,-8070,1589,276807,112554,234663,52590,42144,59964
2022/3/25,投信,11,39,24,85,-13,-46,15961,41986,19109,58571,-3148,-16585
2022/3/25,外資及陸資,325370,283121,332748,290349,-7378,-7228,140680,102909,426288,218991,-285608,-116082
2022/3/28,自營商,299831,55707,306553,60809,-6722,-5102,284526,110608,249034,56520,35492,54087
2022/3/28,投信,89,290,840,2921,-751,-2631,15610,40300,19509,59342,-3899,-19042
2022/3/28,外資及陸資,432839,376409,422771,364335,10068,12074,143818,99180,423432,201858,-279614,-102678
2022/3/29,自營商,223577,40522,221333,42522,2244,-2000,290980,110146,253445,57939,37535,52207
2022/3/29,投信,177,611,3,11,174,600,15676,40759,19401,59322,-3725,-18563
2022/3/29,外資及陸資,351241,270226,342392,255369,8849,14857,153041,115196,423776,203136,-270735,-87940
2022/3/30,自營商,401433,59943,353146,60438,48287,-495,268369,110183,215194,57816,53175,52367
2022/3/30,投信,563,1997,102,351,461,1646,15757,41514,19021,58633,-3264,-17119
2022/3/30,外資及陸資,464874,317636,459125,312570,5749,5066,159505,131099,422873,214814,-263368,-83715
2022/3/31,自營商,136067,36754,148810,35826,-12743,928,275403,109256,234891,56285,40512,52971
2022/3/31,投信,0,0,354,718,-354,-718,15718,41140,19336,58872,-3618,-17732
2022/3/31,外資及陸資,264414,243678,279001,267456,-14587,-23778,155873,111626,433863,218633,-277990,-107007
2022/4/1,自營商,205752,40272,202998,43012,2754,-2740,287414,110290,244447,60469,42967,49821
2022/4/1,投信,10,35,292,1022,-282,-987,15660,40743,19560,59381,-3900,-18638
2022/4/1,外資及陸資,360952,305258,353410,293074,7542,12184,166224,116431,436946,210643,-270722,-94212
2022/4/6,自營商,346881,50756,354569,50957,-7688,-201,273623,109717,234662,60654,38961,49063
2022/4/6,投信,2,7,43,143,-41,-136,15643,40552,19584,59275,-3941,-18723
2022/4/6,外資及陸資,389482,305910,390807,304838,-1325,1072,166857,116472,437570,208212,-270713,-91740
2022/4/7,自營商,266590,55149,267266,57603,-676,-2454,289857,107844,252253,62189,37604,45655
2022/4/7,投信,20,69,986,3382,-966,-3313,15402,38888,20309,60530,-4907,-21642
2022/4/7,外資及陸資,403967,369182,420477,381924,-16510,-12742,171486,115122,458839,217214,-287353,-102092
2022/4/8,自營商,197622,46118,189613,47505,8009,-1387,309748,107058,264313,62603,45435,44455
2022/4/8,投信,338,1163,101,347,237,816,15421,39308,20091,60339,-4670,-21031
2022/4/8,外資及陸資,383036,329651,360829,308774,22207,20877,188662,126816,453814,208838,-265152,-82022
2022/4/11,自營商,313831,69304,337954,66302,-24123,3002,311422,110603,289587,63879,21835,46724
2022/4/11,投信,69,234,688,2342,-619,-2108,15304,38294,20593,61121,-5289,-22827
2022/4/11,外資及陸資,500632,394260,510636,393005,-10004,1255,189494,127974,464623,207130,-275129,-79156
2022/4/12,自營商,298952,65315,303514,63114,-4562,2201,324026,111577,306374,62714,17652,48863
2022/4/12,投信,113,29,98,324,15,-295,15283,38148,20557,61211,-5274,-23063
2022/4/12,外資及陸資,516589,374210,519421,375921,-2832,-1711,194551,132280,469220,213099,-274669,-80819
2022/4/13,自營商,495941,92951,443064,87633,52877,5318,294659,115214,252527,60254,42132,54960
2022/4/13,投信,1191,4089,0,0,1191,4089,16166,41889,20249,61300,-4083,-19411
2022/4/13,外資及陸資,576224,377168,576338,375903,-114,1265,181301,142210,467946,223318,-286645,-81108
2022/4/14,自營商,165258,46943,169821,45306,-4563,1637,305799,114069,267600,57618,38199,56451
2022/4/14,投信,287,979,87,285,200,694,16347,42468,20230,61155,-3883,-18687
2022/4/14,外資及陸資,350172,275780,362511,287080,-12339,-11300,176694,131140,475632,223526,-298938,-92386
2022/4/15,自營商,267140,72524,283800,77384,-16660,-4860,309887,111535,287368,60934,22519,50601
2022/4/15,投信,2516,3901,2909,5220,-393,-1319,16580,42488,20856,62148,-4276,-19660
2022/4/15,外資及陸資,450730,344297,466063,362479,-15333,-18182,174362,120070,488946,228820,-314584,-108750
2022/4/18,自營商,276791,80020,272058,83520,4733,-3500,314757,109710,288737,62801,26020,46909
2022/4/18,投信,17836,55591,18104,56473,-268,-882,16598,42266,21142,62695,-4544,-20429
2022/4/18,外資及陸資,448421,349159,444596,340941,3825,8218,178018,122642,488981,222591,-310963,-99949
2022/4/19,自營商,315291,101982,304535,99721,10756,2261,326760,110187,289861,60742,36899,49445
2022/4/19,投信,16659,44452,16545,43396,114,1056,16687,42806,21117,62339,-4430,-19533
2022/4/19,外資及陸資,536347,416952,533775,418446,2572,-1494,182530,133867,491080,236047,-308550,-102180
2022/4/20,自營商,433436,89147,417367,88794,16069,353,214797,97846,157230,37368,57567,60478
2022/4/20,投信,557,1550,156,313,401,1237,16838,43430,20669,61858,-3831,-18428
2022/4/20,外資及陸資,535819,357724,527375,347634,8444,10090,107177,98252,379883,201510,-272706,-103258
2022/4/21,自營商,169264,38464,164489,41657,4775,-3193,238876,98261,176416,40886,62460,57375
2022/4/21,投信,225,769,308,23,-83,746,16943,43911,20857,61661,-3914,-17750
2022/4/21,外資及陸資,323808,273904,326420,275545,-2612,-1641,119821,103312,395092,208364,-275271,-105052
2022/4/22,自營商,208384,46319,216883,46793,-8499,-474,255402,99503,200642,43143,54760,56360
2022/4/22,投信,34,113,372,1258,-338,-1145,16897,43403,21149,62162,-4252,-18759
2022/4/22,外資及陸資,404886,326207,415897,323638,-11011,2569,124820,101846,411081,203341,-286261,-101495
