日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2022/4/25,自營商,330223,65593,337927,63706,-7704,1887,276044,100901,228606,44038,47438,56863
2022/4/25,投信,344,636,1121,3678,-777,-3042,16849,42196,21878,63549,-5029,-21353
2022/4/25,外資及陸資,543582,411755,553272,419667,-9690,-7912,131266,94225,427214,200885,-295948,-106660
2022/4/26,自營商,246847,49085,253267,47444,-6420,1641,281795,102522,240715,44004,41080,58518
2022/4/26,投信,1,3,521,1726,-520,-1723,16593,41388,22142,64479,-5549,-23091
2022/4/26,外資及陸資,490921,366827,493099,366801,-2178,26,139828,96701,434713,203162,-294885,-106461
2022/4/27,自營商,568521,95888,595226,94823,-26705,1065,254407,103020,190985,45188,63422,57832
2022/4/27,投信,377,1222,1116,3617,-739,-2395,16766,41215,23054,66276,-6288,-25061
2022/4/27,外資及陸資,738564,466450,747472,479327,-8908,-12877,123770,101789,442653,218498,-318883,-116709
2022/4/28,自營商,235600,52073,217080,53835,18520,-1762,292281,105141,210044,48423,82237,56718
2022/4/28,投信,294,959,214,698,80,261,16831,41692,23039,66645,-6208,-24953
2022/4/28,外資及陸資,494950,448607,488307,441920,6643,6687,137520,108096,449770,219235,-312250,-111139
2022/4/29,自營商,249460,52687,228547,57287,20913,-4600,318044,106902,214717,54357,103327,52545
2022/4/29,投信,410,1360,258,854,152,506,16959,42609,23015,67350,-6056,-24741
2022/4/29,外資及陸資,521638,420078,510481,393072,11157,27006,140696,116710,441741,202085,-301045,-85375
2022/5/3,自營商,209676,47794,226031,41558,-16355,6236,322907,109639,235888,51237,87019,58402
2022/5/3,投信,507,1670,232,759,275,911,17459,43965,23240,67632,-5781,-23667
2022/5/3,外資及陸資,436409,325531,451292,345511,-14883,-19980,134149,102789,450077,207707,-315928,-104918
2022/5/4,自營商,299082,47721,301603,46583,-2521,1138,285784,110708,204231,51302,81553,59406
2022/5/4,投信,98,325,0,0,98,325,17551,44387,23179,67619,-5628,-23232
2022/5/4,外資及陸資,439714,283691,442989,282087,-3275,1604,129357,109587,450886,213327,-321529,-103740
2022/5/5,自營商,207879,47597,207606,46775,273,822,300299,112057,218462,51113,81837,60944
2022/5/5,投信,803,2673,53,177,750,2496,17842,45799,22720,66770,-4878,-20971
2022/5/5,外資及陸資,396538,334622,393061,335830,3477,-1208,138850,116302,456632,222520,-317782,-106218
2022/5/6,自營商,251493,54651,253423,56559,-1930,-1908,321835,113367,241393,55565,80442,57802
2022/5/6,投信,176,580,928,3030,-752,-2450,17804,44769,23434,67787,-5630,-23018
2022/5/6,外資及陸資,452316,401110,466178,408215,-13862,-7105,144017,121010,475922,232322,-331905,-111312
2022/5/9,自營商,288446,61276,293468,60394,-5022,882,339032,114042,263799,56512,75233,57530
2022/5/9,投信,50,1,1794,4155,-1744,-4154,17547,43061,24921,69759,-7374,-26698
2022/5/9,外資及陸資,544727,447917,549769,442326,-5042,5591,149663,124664,486564,228183,-336901,-103519
2022/5/10,自營商,351351,72270,376023,66420,-24672,5850,335682,117926,285173,54353,50509,63573
2022/5/10,投信,254,10,1056,2729,-802,-2719,17293,42279,25469,71721,-8176,-29442
2022/5/10,外資及陸資,632906,451290,632970,468490,-64,-17200,149917,117115,486821,238416,-336904,-121301
2022/5/11,自營商,428082,69838,437723,69917,-9641,-79,299182,114005,230485,50926,68697,63079
2022/5/11,投信,54,2,412,979,-358,-977,17288,42194,25822,72550,-8534,-30356
2022/5/11,外資及陸資,629862,403899,626552,391776,3310,12123,143554,125000,482001,233318,-338447,-108318
2022/5/12,自營商,298413,70999,285837,74755,12576,-3756,323170,112392,243124,54240,80046,58152
2022/5/12,投信,71,127,1475,4051,-1404,-3924,17039,40429,26977,73990,-9938,-33561
2022/5/12,外資及陸資,599805,510577,590254,506001,9551,4576,154538,131480,487412,232788,-332874,-101308
2022/5/13,自營商,256007,58744,250953,60901,5054,-2157,340012,113956,254753,57176,85259,56780
2022/5/13,投信,2966,5104,2329,2768,637,2336,17249,41642,26550,73333,-9301,-31691
2022/5/13,外資及陸資,573083,466596,559275,455365,13808,11231,168193,143230,487118,234817,-318925,-91587
2022/5/16,自營商,306697,80110,294660,84021,12037,-3911,358148,113375,259812,60289,98336,53086
2022/5/16,投信,21077,62039,20786,61055,291,984,17300,41959,26310,72821,-9010,-30862
2022/5/16,外資及陸資,607986,462426,596619,449911,11367,12515,171909,147943,479321,227163,-307412,-79220
2022/5/17,自營商,286876,81345,276938,83924,9938,-2579,360687,110762,251570,59707,109117,51055
2022/5/17,投信,18198,47433,17862,46342,336,1091,17332,42438,26006,72488,-8674,-30050
2022/5/17,外資及陸資,588456,429285,581064,417592,7392,11693,178910,153864,478982,222257,-300072,-68393
2022/5/18,自營商,471041,85789,420238,86158,50803,-369,265602,103310,127326,39298,138276,64012
2022/5/18,投信,1340,4009,705,1958,635,2051,17539,43554,24528,71876,-6989,-28322
2022/5/18,外資及陸資,565237,355833,553003,332727,12234,23106,110983,125358,383776,183314,-272793,-57956
2022/5/19,自營商,226749,38834,239959,42245,-13210,-3411,290315,100420,164916,40889,125399,59531
2022/5/19,投信,46,146,1094,1884,-1048,-1738,17470,42564,25507,72116,-8037,-29552
2022/5/19,外資及陸資,415342,361467,428635,375220,-13293,-13753,121304,120714,407618,191308,-286314,-70594
2022/5/20,自營商,245338,38477,225218,42115,20120,-3638,312733,101673,167163,45133,145570,56540
2022/5/20,投信,546,1752,275,882,271,870,17459,43133,25226,72234,-7767,-29101
2022/5/20,外資及陸資,468579,424477,460834,400895,7745,23582,131924,136913,410460,184193,-278536,-47280
2022/5/23,自營商,322647,52902,325940,52526,-3293,376,325806,101558,183006,44712,142800,56846
2022/5/23,投信,315,966,338,1043,-23,-77,17363,42841,25153,72037,-7790,-29196
2022/5/23,外資及陸資,548242,422534,563694,431846,-15452,-9312,135747,134539,429750,191301,-294003,-56762
2022/5/24,自營商,308094,48733,308491,52641,-397,-3908,329685,100340,187071,48250,142614,52090
2022/5/24,投信,20,64,751,2375,-731,-2311,17257,41933,25778,73046,-8521,-31113
2022/5/24,外資及陸資,511272,352974,509942,352493,1330,481,146189,137330,438841,192580,-292652,-55250
2022/5/25,自營商,459516,69240,435864,68649,23652,591,300582,101745,159998,48758,140584,52987
2022/5/25,投信,54,173,211,666,-157,-493,17047,41616,25725,73488,-8678,-31872
2022/5/25,外資及陸資,578794,388569,567972,383449,10822,5120,153525,159702,438455,210186,-284930,-50484
2022/5/26,自營商,231948,40639,234633,42666,-2685,-2027,319983,102069,182300,51495,137683,50574
2022/5/26,投信,154,492,465,1484,-311,-992,17016,41215,26005,73860,-8989,-32645
2022/5/26,外資及陸資,434773,406690,444771,414089,-9998,-7399,160713,160960,455623,218129,-294910,-57169
2022/5/27,自營商,228262,41612,215966,43697,12296,-2085,339103,103954,188924,54461,150179,49493
2022/5/27,投信,850,2756,358,1148,492,1608,17048,42058,25545,73676,-8497,-31618
2022/5/27,外資及陸資,410337,328136,385617,299921,24720,28215,191369,184449,461514,214456,-270145,-30007
2022/5/30,自營商,297301,46166,301605,43389,-4304,2777,350261,106687,204051,53228,146210,53459
2022/5/30,投信,1716,5658,289,296,1427,5362,17299,43745,24369,70642,-7070,-26897
2022/5/30,外資及陸資,400050,285412,400454,292075,-404,-6663,208143,192134,478688,229361,-270545,-37227
2022/5/31,自營商,332887,49676,319320,55107,13567,-5431,366789,107326,207082,58747,159707,48579
2022/5/31,投信,3011,10036,4,6,3007,10030,19580,51694,23643,68748,-4063,-17054
2022/5/31,外資及陸資,391301,290264,391852,288243,-551,2021,215373,212688,491637,248162,-276264,-35474
2022/6/1,自營商,498178,74180,497487,66226,691,7954,327328,109895,182029,53695,145299,56200
2022/6/1,投信,521,1727,299,993,222,734,19674,51768,23515,68019,-3841,-16251
2022/6/1,外資及陸資,517726,345080,532114,352336,-14388,-7256,209067,217999,494091,260783,-285024,-42784
2022/6/2,自營商,198921,40386,210054,41347,-11133,-961,341011,109192,206816,54367,134195,54825
2022/6/2,投信,76,251,376,1193,-300,-942,19656,51517,23797,68631,-4141,-17114
2022/6/2,外資及陸資,375678,351812,372025,342363,3653,9449,218305,225574,499676,258530,-281371,-32956
2022/6/6,自營商,267370,48762,279955,46582,-12585,2180,340456,111213,218864,54023,121592,57190
2022/6/6,投信,282,936,140,465,142,471,19650,51720,23649,68423,-3999,-16703
2022/6/6,外資及陸資,435981,347200,431637,351384,4344,-4184,224384,219250,501411,256467,-277027,-37217
2022/6/7,自營商,296786,50194,303855,54022,-7069,-3828,349495,109573,234997,56713,114498,52860
2022/6/7,投信,0,0,416,1357,-416,-1357,19468,50687,23883,68603,-4415,-17916
2022/6/7,外資及陸資,433405,330362,440948,338831,-7543,-8469,219661,204240,501078,249658,-281417,-45418
2022/6/8,自營商,422377,55720,392570,61837,29807,-6117,330316,110513,208942,63039,121374,47474
2022/6/8,投信,286,948,67,223,219,725,19654,51861,23850,69250,-4196,-17389
2022/6/8,外資及陸資,458464,294585,435763,275902,22701,18683,231498,220600,494141,247513,-262643,-26913
2022/6/9,自營商,164137,38837,179182,33267,-15045,5570,335893,111866,229394,58999,106499,52867
2022/6/9,投信,114,285,184,510,-70,-225,19601,51488,23867,69034,-4266,-17546
2022/6/9,外資及陸資,324204,268463,326181,278799,-1977,-10336,235777,210134,500391,247168,-264614,-37034
2022/6/10,自營商,246773,53284,248498,55218,-1725,-1934,341673,109455,237127,58945,104546,50510
2022/6/10,投信,2294,2997,2635,4213,-341,-1216,19593,51045,24200,69690,-4607,-18645
2022/6/10,外資及陸資,403249,350879,406420,355831,-3171,-4952,241375,213673,509148,255241,-267773,-41568
2022/6/13,自營商,331872,82841,351303,87668,-19431,-4827,350467,104803,264492,60583,85975,44220
2022/6/13,投信,21691,64066,24201,71282,-2510,-7216,18652,46049,25770,71422,-7118,-25373
2022/6/13,外資及陸資,594400,526495,600132,538101,-5732,-11606,244897,218579,518258,269860,-273361,-51281
2022/6/14,自營商,423179,101477,458112,102065,-34933,-588,348435,102504,296710,58969,51725,43535
2022/6/14,投信,17697,45183,18106,45826,-409,-643,18577,45901,26104,71876,-7527,-25975
2022/6/14,外資及陸資,720133,604441,715753,613305,4380,-8864,260895,227988,529875,288028,-268980,-60040
2022/6/15,自營商,489473,88975,480715,90444,8758,-1469,211530,83068,169412,42797,42118,40271
2022/6/15,投信,1330,2679,845,2072,485,607,19307,46809,25625,72164,-6318,-25355
2022/6/15,外資及陸資,558167,391304,567719,399869,-9552,-8565,136351,127628,351863,200508,-215512,-72880
2022/6/16,自營商,247825,46511,237760,51182,10065,-4671,247543,83561,195490,48081,52053,35480
2022/6/16,投信,2745,8440,500,1488,2245,6952,21888,54401,25961,72581,-4073,-18180
2022/6/16,外資及陸資,466034,435445,467835,437546,-1801,-2101,152714,135817,370083,210000,-217369,-74183
2022/6/17,自營商,261567,59530,280171,55751,-18604,3779,268369,85575,234753,46779,33616,38796
2022/6/17,投信,1890,5695,1168,2636,722,3059,23745,59269,27096,74136,-3351,-14867
2022/6/17,外資及陸資,559576,461875,584880,488473,-25304,-26598,160849,137723,403515,237511,-242666,-99788
2022/6/20,自營商,295863,55800,302634,54504,-6771,1296,286656,87831,259491,48077,27165,39754
2022/6/20,投信,1659,4838,1086,1914,573,2924,25341,63446,28119,75211,-2778,-11765
2022/6/20,外資及陸資,561232,438790,573895,446778,-12663,-7988,168577,144382,423906,250851,-255329,-106469
2022/6/21,自營商,297965,46131,292544,52725,5421,-6594,301324,86815,268245,52597,33079,34218
2022/6/21,投信,3455,10358,10,21,3445,10337,27765,71945,27098,73628,667,-1683
2022/6/21,外資及陸資,451308,293316,444251,300880,7057,-7564,185546,148684,433782,264803,-248236,-116119
2022/6/22,自營商,467918,69925,504368,69960,-36450,-35,261419,81552,241449,48455,19970,33097
2022/6/22,投信,1037,2897,1311,3930,-274,-1033,28431,72171,28038,74860,393,-2689
2022/6/22,外資及陸資,535128,348795,547691,349388,-12563,-593,180881,144316,440475,257727,-259594,-113411
2022/6/23,自營商,293179,67647,314656,71572,-21477,-3925,281915,77840,283095,48132,-1180,29708
2022/6/23,投信,606,1698,492,1465,114,233,29022,73442,28515,75881,507,-2439
2022/6/23,外資及陸資,659413,536497,667311,542542,-7898,-6045,193958,140141,461451,259016,-267493,-118875
2022/6/24,自營商,236284,48005,240735,63503,-4451,-15498,300752,71100,310237,56717,-9485,14383
2022/6/24,投信,922,2583,35,104,887,2479,29534,75479,28140,75460,1394,19
2022/6/24,外資及陸資,542933,436933,533934,425196,8999,11737,202071,136763,451588,244702,-249517,-107939
2022/6/27,自營商,269552,50324,258090,47689,11462,2635,319665,74838,317648,57724,2017,17114
2022/6/27,投信,2342,7104,0,0,2342,7104,30736,80254,27000,73129,3736,7125
2022/6/27,外資及陸資,417044,306379,413340,304667,3704,1712,212970,144253,458777,252387,-245807,-108134
2022/6/28,自營商,258720,43497,288736,48754,-30016,-5257,323084,75768,350717,64147,-27633,11621
2022/6/28,投信,1067,2893,496,1204,571,1689,31703,82722,27396,73941,4307,8781
2022/6/28,外資及陸資,466827,307963,471635,314470,-4808,-6507,216453,138042,467018,251878,-250565,-113836
2022/6/29,自營商,421322,65094,394841,62347,26481,2747,293899,74156,290869,57718,3030,16438
2022/6/29,投信,367,1082,578,1731,-211,-649,31893,82301,27797,74274,4096,8027
2022/6/29,外資及陸資,603545,344505,611638,348015,-8093,-3510,205932,131920,459848,248142,-253916,-116222
2022/6/30,自營商,243312,49441,245740,50824,-2428,-1383,319214,72703,318737,58079,477,14624
2022/6/30,投信,351,138,1962,4424,-1611,-4286,31721,79657,29236,76115,2485,3542
2022/6/30,外資及陸資,493712,399857,502427,398848,-8715,1009,216255,136919,478964,248943,-262709,-112024
2022/7/1,自營商,350063,78943,372009,80781,-21946,-1838,319519,68662,341057,56457,-21538,12205
2022/7/1,投信,615,1652,2468,6986,-1853,-5334,31663,76942,31031,78861,632,-1919
2022/7/1,外資及陸資,724859,585085,696000,569947,28859,15138,233491,142733,467315,235657,-233824,-92924
2022/7/4,自營商,340602,61405,355315,66307,-14713,-4902,328179,67849,364330,60741,-36151,7108
2022/7/4,投信,1485,3449,638,1798,847,1651,31609,76581,30130,76848,1479,-267
2022/7/4,外資及陸資,646202,480133,635144,473693,11058,6440,232194,141371,457933,227216,-225739,-85845
2022/7/5,自營商,390287,67727,399387,67209,-9100,518,342140,70289,387335,62706,-45195,7583
2022/7/5,投信,2046,5413,3218,9137,-1172,-3724,28970,69278,28663,73276,307,-3998
2022/7/5,外資及陸資,645413,397275,654173,405052,-8760,-7777,237794,137059,472240,231208,-234446,-94149
2022/7/6,自營商,482898,69185,489195,70804,-6297,-1619,320059,67287,335911,61675,-15852,5612
2022/7/6,投信,669,1859,3797,10267,-3128,-8408,25813,58906,28634,71217,-2821,-12311
2022/7/6,外資及陸資,799786,483715,790068,466759,9718,16956,230659,135907,454121,210925,-223462,-75018
2022/7/7,自營商,283890,57362,287875,56073,-3985,1289,334364,68940,354006,61667,-19642,7273
2022/7/7,投信,2228,6290,2295,6162,-67,128,23886,54737,26774,67189,-2888,-12452
2022/7/7,外資及陸資,641896,476990,614676,466720,27220,10270,250901,134763,450637,201597,-199736,-66834
2022/7/8,自營商,282129,53068,249502,57890,32627,-4822,358475,69379,345226,66969,13249,2410
2022/7/8,投信,1784,5049,1068,3062,716,1987,22887,52360,25059,62958,-2172,-10598
2022/7/8,外資及陸資,572768,401395,563110,379812,9658,21583,255296,137758,448698,183793,-193402,-46035
2022/7/11,自營商,264593,48062,265242,49547,-649,-1485,370334,69022,357575,68144,12759,878
2022/7/11,投信,1421,3670,2397,6411,-976,-2741,21397,47790,24545,61095,-3148,-13305
2022/7/11,外資及陸資,565768,411488,569802,404487,-4034,7001,257850,134851,455289,173525,-197439,-38674
2022/7/12,自營商,349612,61556,336078,60699,13534,857,393216,69414,367032,67617,26184,1797
2022/7/12,投信,435,381,2585,6323,-2150,-5942,20613,44402,25911,63310,-5298,-18908
2022/7/12,外資及陸資,579635,370840,579250,359245,385,11595,266142,141607,463207,167790,-197065,-26183
2022/7/13,自營商,505328,82748,472968,78039,32360,4709,327434,70934,316027,64330,11407,6604
2022/7/13,投信,1290,3632,163,36,1127,3596,21168,47136,25339,62943,-4171,-15807
2022/7/13,外資及陸資,691089,416377,680661,424025,10428,-7648,253833,138538,448222,173040,-194389,-34502
2022/7/14,自營商,230860,56414,243979,58127,-13119,-1713,333529,69044,335924,64297,-2395,4747
2022/7/14,投信,1165,2825,54,138,1111,2687,21338,47921,24398,61162,-3060,-13241
2022/7/14,外資及陸資,616017,490444,615176,499074,841,-8630,262217,136980,455702,180510,-193485,-43530
2022/7/15,自營商,278882,65073,268277,62554,10605,2519,341309,69751,331462,62206,9847,7545
2022/7/15,投信,3396,5801,3886,6540,-490,-739,19938,44358,23488,58419,-3550,-14061
2022/7/15,外資及陸資,606605,455378,610205,456675,-3600,-1297,260621,130881,460004,176397,-199383,-45516
2022/7/18,自營商,263430,69584,275889,67190,-12459,2394,340316,76760,341875,66777,-1559,9983
2022/7/18,投信,19838,53150,18993,50474,845,2676,20124,45215,22829,56781,-2705,-11566
2022/7/18,外資及陸資,592745,448163,584244,441875,8501,6288,271732,144517,462569,183983,-190837,-39466
2022/7/19,自營商,269004,65536,266965,72171,2039,-6635,355089,70439,354789,67194,300,3245
2022/7/19,投信,17211,39575,17578,40131,-367,-556,19733,44456,22805,56601,-3072,-12145
2022/7/19,外資及陸資,530314,359948,531521,350735,-1207,9213,271760,146692,463738,176786,-191978,-30094
2022/7/20,自營商,401721,85136,407636,78234,-5915,6902,227011,53614,205872,50494,21139,3120
2022/7/20,投信,2058,5707,2329,5417,-271,290,19590,44230,21948,56194,-2358,-11964
2022/7/20,外資及陸資,541245,305540,559777,322938,-18532,-17398,148682,108635,338041,136622,-189359,-27987
2022/7/21,自營商,186701,33407,194299,29311,-7598,4096,245444,57777,231755,50559,13689,7218
2022/7/21,投信,530,1526,75,211,455,1315,19614,44690,21517,55453,-1903,-10763
2022/7/21,外資及陸資,395662,302689,394695,296690,967,5999,172104,117578,360505,140081,-188401,-22503
2022/7/22,自營商,162503,31040,153849,30408,8654,632,267952,58253,245399,50498,22553,7755
2022/7/22,投信,121,342,467,1302,-346,-960,19188,43527,21437,55256,-2249,-11729
2022/7/22,外資及陸資,405954,303260,408918,300201,-2964,3059,181940,117229,373233,136667,-191293,-19438
